week,date,time,link,name,season,scraped
7 - 13 May 2012,"Monday, May 7 2012",20:00,https://www.whoscored.com/Matches/507272/MatchReport/England-Premier-League-2011-2012-Blackburn-Wigan,Blackburn-Wigan,2011-2012,x
7 - 13 May 2012,"Tuesday, May 8 2012",20:00,https://www.whoscored.com/Matches/507283/MatchReport/England-Premier-League-2011-2012-Liverpool-Chelsea,Liverpool-Chelsea,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507315/MatchReport/England-Premier-League-2011-2012-Chelsea-Blackburn,Chelsea-Blackburn,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507319/MatchReport/England-Premier-League-2011-2012-Everton-Newcastle-United,1Everton-Newcastle United,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507321/MatchReport/England-Premier-League-2011-2012-Manchester-City-Queens-Park-Rangers,Manchester City-Queens Park Rangers1,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507333/MatchReport/England-Premier-League-2011-2012-Stoke-Bolton,Stoke-Bolton,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507335/MatchReport/England-Premier-League-2011-2012-Norwich-Aston-Villa,Norwich-Aston Villa,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507342/MatchReport/England-Premier-League-2011-2012-Sunderland-Manchester-United,Sunderland-Manchester United,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507343/MatchReport/England-Premier-League-2011-2012-Swansea-Liverpool,Swansea-Liverpool,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507352/MatchReport/England-Premier-League-2011-2012-Tottenham-Fulham,Tottenham-Fulham,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507357/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Arsenal,West Bromwich Albion-Arsenal,2011-2012,x
7 - 13 May 2012,"Sunday, May 13 2012",15:00,https://www.whoscored.com/Matches/507363/MatchReport/England-Premier-League-2011-2012-Wigan-Wolverhampton-Wanderers,Wigan-Wolverhampton Wanderers,2011-2012,x
30 Apr - 6 May 2012,"Monday, Apr 30 2012",20:00,https://www.whoscored.com/Matches/507216/MatchReport/England-Premier-League-2011-2012-Manchester-City-Manchester-United,Manchester City-Manchester United,2011-2012,x
30 Apr - 6 May 2012,"Tuesday, May 1 2012",19:45,https://www.whoscored.com/Matches/507118/MatchReport/England-Premier-League-2011-2012-Liverpool-Fulham,Liverpool-Fulham,2011-2012,x
30 Apr - 6 May 2012,"Tuesday, May 1 2012",19:45,https://www.whoscored.com/Matches/507132/MatchReport/England-Premier-League-2011-2012-Stoke-Everton,Stoke-Everton,2011-2012,x
30 Apr - 6 May 2012,"Wednesday, May 2 2012",19:45,https://www.whoscored.com/Matches/507113/MatchReport/England-Premier-League-2011-2012-Chelsea-Newcastle-United,Chelsea-Newcastle United,2011-2012,x
30 Apr - 6 May 2012,"Wednesday, May 2 2012",20:00,https://www.whoscored.com/Matches/507111/MatchReport/England-Premier-League-2011-2012-Bolton-Tottenham,Bolton-Tottenham,2011-2012,x
30 Apr - 6 May 2012,"Saturday, May 5 2012",12:45,https://www.whoscored.com/Matches/507262/MatchReport/England-Premier-League-2011-2012-Arsenal-Norwich,Arsenal-Norwich,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",13:30,https://www.whoscored.com/Matches/507295/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Manchester-City,Newcastle United-Manchester City,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",14:00,https://www.whoscored.com/Matches/507298/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Stoke,Queens Park Rangers-Stoke,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",14:00,https://www.whoscored.com/Matches/507304/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Everton,Wolverhampton Wanderers-Everton,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",14:00,https://www.whoscored.com/Matches/507264/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Tottenham,Aston Villa-Tottenham1,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",14:00,https://www.whoscored.com/Matches/507273/MatchReport/England-Premier-League-2011-2012-Bolton-West-Bromwich-Albion,Bolton-West Bromwich Albion,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",14:00,https://www.whoscored.com/Matches/507279/MatchReport/England-Premier-League-2011-2012-Fulham-Sunderland,Fulham-Sunderland,2011-2012,x
30 Apr - 6 May 2012,"Sunday, May 6 2012",16:00,https://www.whoscored.com/Matches/507289/MatchReport/England-Premier-League-2011-2012-Manchester-United-Swansea,Manchester United-Swansea,2011-2012,x
23 - 29 Apr 2012,"Tuesday, Apr 24 2012",19:45,https://www.whoscored.com/Matches/506883/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Bolton,Aston Villa-Bolton,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",15:00,https://www.whoscored.com/Matches/507242/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Aston-Villa,West Bromwich Albion-Aston Villa,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",15:00,https://www.whoscored.com/Matches/507248/MatchReport/England-Premier-League-2011-2012-Wigan-Newcastle-United,Wigan-Newcastle United,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",15:00,https://www.whoscored.com/Matches/507212/MatchReport/England-Premier-League-2011-2012-Everton-Fulham,Everton-Fulham,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",15:00,https://www.whoscored.com/Matches/507226/MatchReport/England-Premier-League-2011-2012-Stoke-Arsenal,Stoke-Arsenal,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",15:00,https://www.whoscored.com/Matches/507230/MatchReport/England-Premier-League-2011-2012-Sunderland-Bolton,Sunderland-Bolton,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",15:00,https://www.whoscored.com/Matches/507234/MatchReport/England-Premier-League-2011-2012-Swansea-Wolverhampton-Wanderers,Swansea-Wolverhampton Wanderers,2011-2012,x
23 - 29 Apr 2012,"Saturday, Apr 28 2012",17:30,https://www.whoscored.com/Matches/507221/MatchReport/England-Premier-League-2011-2012-Norwich-Liverpool,Norwich-Liverpool,2011-2012,x
23 - 29 Apr 2012,"Sunday, Apr 29 2012",13:30,https://www.whoscored.com/Matches/507210/MatchReport/England-Premier-League-2011-2012-Chelsea-Queens-Park-Rangers,Chelsea-Queens Park Rangers,2011-2012,x
23 - 29 Apr 2012,"Sunday, Apr 29 2012",16:00,https://www.whoscored.com/Matches/507237/MatchReport/England-Premier-League-2011-2012-Tottenham-Blackburn,Tottenham-Blackburn,2011-2012,x
16 - 22 Apr 2012,"Monday, Apr 16 2012",20:00,https://www.whoscored.com/Matches/507105/MatchReport/England-Premier-League-2011-2012-Arsenal-Wigan,Arsenal-Wigan,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",12:45,https://www.whoscored.com/Matches/507153/MatchReport/England-Premier-League-2011-2012-Arsenal-Chelsea,Arsenal-Chelsea,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",15:00,https://www.whoscored.com/Matches/507159/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Sunderland,Aston Villa-Sunderland1,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",15:00,https://www.whoscored.com/Matches/507162/MatchReport/England-Premier-League-2011-2012-Blackburn-Norwich,Blackburn-Norwich,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",15:00,https://www.whoscored.com/Matches/507168/MatchReport/England-Premier-League-2011-2012-Bolton-Swansea,Bolton-Swansea,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",15:00,https://www.whoscored.com/Matches/507176/MatchReport/England-Premier-League-2011-2012-Fulham-Wigan,Fulham-Wigan,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",15:00,https://www.whoscored.com/Matches/507195/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Stoke,Newcastle United-Stoke,2011-2012,x
16 - 22 Apr 2012,"Saturday, Apr 21 2012",17:30,https://www.whoscored.com/Matches/507197/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Tottenham,1Queens Park Rangers-Tottenham,2011-2012,x
16 - 22 Apr 2012,"Sunday, Apr 22 2012",12:30,https://www.whoscored.com/Matches/507185/MatchReport/England-Premier-League-2011-2012-Manchester-United-Everton,Manchester United-Everton,2011-2012,x
16 - 22 Apr 2012,"Sunday, Apr 22 2012",16:00,https://www.whoscored.com/Matches/507199/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Manchester-City,Wolverhampton Wanderers-Manchester City,2011-2012,x
16 - 22 Apr 2012,"Sunday, Apr 22 2012",16:00,https://www.whoscored.com/Matches/507180/MatchReport/England-Premier-League-2011-2012-Liverpool-West-Bromwich-Albion,Liverpool-West Bromwich Albion,2011-2012,x
9 - 15 Apr 2012,"Monday, Apr 9 2012",15:00,https://www.whoscored.com/Matches/507086/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Bolton,Newcastle United-Bolton,2011-2012,x
9 - 15 Apr 2012,"Monday, Apr 9 2012",15:00,https://www.whoscored.com/Matches/507077/MatchReport/England-Premier-League-2011-2012-Everton-Sunderland,Everton-Sunderland,2011-2012,x
9 - 15 Apr 2012,"Monday, Apr 9 2012",15:00,https://www.whoscored.com/Matches/507090/MatchReport/England-Premier-League-2011-2012-Tottenham-Norwich,Tottenham-Norwich,2011-2012,x
9 - 15 Apr 2012,"Monday, Apr 9 2012",17:30,https://www.whoscored.com/Matches/507069/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Stoke,Aston Villa-Stoke,2011-2012,x
9 - 15 Apr 2012,"Monday, Apr 9 2012",20:00,https://www.whoscored.com/Matches/507081/MatchReport/England-Premier-League-2011-2012-Fulham-Chelsea,Fulham-Chelsea,2011-2012,x
9 - 15 Apr 2012,"Tuesday, Apr 10 2012",20:00,https://www.whoscored.com/Matches/507072/MatchReport/England-Premier-League-2011-2012-Blackburn-Liverpool,Blackburn-Liverpool1,2011-2012,x
9 - 15 Apr 2012,"Wednesday, Apr 11 2012",19:45,https://www.whoscored.com/Matches/507083/MatchReport/England-Premier-League-2011-2012-Manchester-City-West-Bromwich-Albion,Manchester City-West Bromwich Albion,2011-2012,x
9 - 15 Apr 2012,"Wednesday, Apr 11 2012",19:45,https://www.whoscored.com/Matches/507096/MatchReport/England-Premier-League-2011-2012-Wigan-Manchester-United,Wigan-Manchester United,2011-2012,x
9 - 15 Apr 2012,"Wednesday, Apr 11 2012",19:45,https://www.whoscored.com/Matches/507099/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Arsenal,1Wolverhampton Wanderers-Arsenal,2011-2012,x
9 - 15 Apr 2012,"Wednesday, Apr 11 2012",20:00,https://www.whoscored.com/Matches/507088/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Swansea,Queens Park Rangers-Swansea,2011-2012,x
9 - 15 Apr 2012,"Saturday, Apr 14 2012",12:45,https://www.whoscored.com/Matches/507129/MatchReport/England-Premier-League-2011-2012-Norwich-Manchester-City,Norwich-Manchester City,2011-2012,x
9 - 15 Apr 2012,"Saturday, Apr 14 2012",15:00,https://www.whoscored.com/Matches/507137/MatchReport/England-Premier-League-2011-2012-Sunderland-Wolverhampton-Wanderers,Sunderland-Wolverhampton Wanderers,2011-2012,x
9 - 15 Apr 2012,"Saturday, Apr 14 2012",15:00,https://www.whoscored.com/Matches/507139/MatchReport/England-Premier-League-2011-2012-Swansea-Blackburn,Swansea-Blackburn,2011-2012,x
9 - 15 Apr 2012,"Saturday, Apr 14 2012",15:00,https://www.whoscored.com/Matches/507147/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Queens-Park-Rangers,West Bromwich Albion-Queens Park Rangers,2011-2012,x
9 - 15 Apr 2012,"Sunday, Apr 15 2012",16:00,https://www.whoscored.com/Matches/507124/MatchReport/England-Premier-League-2011-2012-Manchester-United-Aston-Villa,Manchester United-Aston Villa,2011-2012,x
2 - 8 Apr 2012,"Monday, Apr 2 2012",20:00,https://www.whoscored.com/Matches/506974/MatchReport/England-Premier-League-2011-2012-Blackburn-Manchester-United,Blackburn-Manchester United,2011-2012,x
2 - 8 Apr 2012,"Friday, Apr 6 2012",16:30,https://www.whoscored.com/Matches/507052/MatchReport/England-Premier-League-2011-2012-Swansea-Newcastle-United,Swansea-Newcastle United,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",12:45,https://www.whoscored.com/Matches/507047/MatchReport/England-Premier-League-2011-2012-Sunderland-Tottenham,Sunderland-Tottenham,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",15:00,https://www.whoscored.com/Matches/507055/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Blackburn,West Bromwich Albion-Blackburn1,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",15:00,https://www.whoscored.com/Matches/507041/MatchReport/England-Premier-League-2011-2012-Norwich-Everton,Norwich-Everton,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",15:00,https://www.whoscored.com/Matches/507021/MatchReport/England-Premier-League-2011-2012-Bolton-Fulham,Bolton-Fulham,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",15:00,https://www.whoscored.com/Matches/507027/MatchReport/England-Premier-League-2011-2012-Chelsea-Wigan,Chelsea-Wigan,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",15:00,https://www.whoscored.com/Matches/507033/MatchReport/England-Premier-League-2011-2012-Liverpool-Aston-Villa,Liverpool-Aston Villa,2011-2012,x
2 - 8 Apr 2012,"Saturday, Apr 7 2012",17:30,https://www.whoscored.com/Matches/507044/MatchReport/England-Premier-League-2011-2012-Stoke-Wolverhampton-Wanderers,Stoke-Wolverhampton Wanderers,2011-2012,x
2 - 8 Apr 2012,"Sunday, Apr 8 2012",13:30,https://www.whoscored.com/Matches/507037/MatchReport/England-Premier-League-2011-2012-Manchester-United-Queens-Park-Rangers,Manchester United-Queens Park Rangers1,2011-2012,x
2 - 8 Apr 2012,"Sunday, Apr 8 2012",16:00,https://www.whoscored.com/Matches/507017/MatchReport/England-Premier-League-2011-2012-Arsenal-Manchester-City,Arsenal-Manchester City1,2011-2012,x
26 Mar - 1 Apr 2012,"Monday, Mar 26 2012",20:00,https://www.whoscored.com/Matches/506945/MatchReport/England-Premier-League-2011-2012-Manchester-United-Fulham,Manchester United-Fulham,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/506969/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Chelsea,Aston Villa-Chelsea,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/506977/MatchReport/England-Premier-League-2011-2012-Everton-West-Bromwich-Albion,Everton-West Bromwich Albion,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/506983/MatchReport/England-Premier-League-2011-2012-Fulham-Norwich,Fulham-Norwich,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/506986/MatchReport/England-Premier-League-2011-2012-Manchester-City-Sunderland,Manchester City-Sunderland,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/506994/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Arsenal,Queens Park Rangers-Arsenal,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/507002/MatchReport/England-Premier-League-2011-2012-Wigan-Stoke,Wigan-Stoke,2011-2012,x
26 Mar - 1 Apr 2012,"Saturday, Mar 31 2012",15:00,https://www.whoscored.com/Matches/507004/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Bolton,Wolverhampton Wanderers-Bolton,2011-2012,x
26 Mar - 1 Apr 2012,"Sunday, Apr 1 2012",13:30,https://www.whoscored.com/Matches/506990/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Liverpool,Newcastle United-Liverpool1,2011-2012,x
26 Mar - 1 Apr 2012,"Sunday, Apr 1 2012",16:00,https://www.whoscored.com/Matches/506999/MatchReport/England-Premier-League-2011-2012-Tottenham-Swansea,Tottenham-Swansea,2011-2012,x
19 - 25 Mar 2012,"Tuesday, Mar 20 2012",20:00,https://www.whoscored.com/Matches/506887/MatchReport/England-Premier-League-2011-2012-Blackburn-Sunderland,Blackburn-Sunderland,2011-2012,x
19 - 25 Mar 2012,"Wednesday, Mar 21 2012",19:45,https://www.whoscored.com/Matches/506900/MatchReport/England-Premier-League-2011-2012-Manchester-City-Chelsea,Manchester City-Chelsea,2011-2012,x
19 - 25 Mar 2012,"Wednesday, Mar 21 2012",19:45,https://www.whoscored.com/Matches/506913/MatchReport/England-Premier-League-2011-2012-Tottenham-Stoke,Tottenham-Stoke,2011-2012,x
19 - 25 Mar 2012,"Wednesday, Mar 21 2012",20:00,https://www.whoscored.com/Matches/506895/MatchReport/England-Premier-League-2011-2012-Everton-Arsenal,Everton-Arsenal,2011-2012,x
19 - 25 Mar 2012,"Wednesday, Mar 21 2012",20:00,https://www.whoscored.com/Matches/506909/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Liverpool,Queens Park Rangers-Liverpool,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",12:45,https://www.whoscored.com/Matches/506937/MatchReport/England-Premier-League-2011-2012-Chelsea-Tottenham,Chelsea-Tottenham,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",15:00,https://www.whoscored.com/Matches/506939/MatchReport/England-Premier-League-2011-2012-Liverpool-Wigan,Liverpool-Wigan,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",15:00,https://www.whoscored.com/Matches/506948/MatchReport/England-Premier-League-2011-2012-Norwich-Wolverhampton-Wanderers,1Norwich-Wolverhampton Wanderers,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",15:00,https://www.whoscored.com/Matches/506955/MatchReport/England-Premier-League-2011-2012-Sunderland-Queens-Park-Rangers,Sunderland-Queens Park Rangers1,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",15:00,https://www.whoscored.com/Matches/506958/MatchReport/England-Premier-League-2011-2012-Swansea-Everton,Swansea-Everton,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",15:00,https://www.whoscored.com/Matches/506925/MatchReport/England-Premier-League-2011-2012-Arsenal-Aston-Villa,Arsenal-Aston Villa,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",15:00,https://www.whoscored.com/Matches/506932/MatchReport/England-Premier-League-2011-2012-Bolton-Blackburn,Bolton-Blackburn,2011-2012,x
19 - 25 Mar 2012,"Saturday, Mar 24 2012",17:30,https://www.whoscored.com/Matches/506950/MatchReport/England-Premier-League-2011-2012-Stoke-Manchester-City,Stoke-Manchester City,2011-2012,x
19 - 25 Mar 2012,"Sunday, Mar 25 2012",16:00,https://www.whoscored.com/Matches/506964/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Newcastle-United,West Bromwich Albion-Newcastle United,2011-2012,x
12 - 18 Mar 2012,"Monday, Mar 12 2012",20:00,https://www.whoscored.com/Matches/506832/MatchReport/England-Premier-League-2011-2012-Arsenal-Newcastle-United,Arsenal-Newcastle United,2011-2012,x
12 - 18 Mar 2012,"Tuesday, Mar 13 2012",20:00,https://www.whoscored.com/Matches/506722/MatchReport/England-Premier-League-2011-2012-Liverpool-Everton,Liverpool-Everton,2011-2012,x
12 - 18 Mar 2012,"Saturday, Mar 17 2012",15:00,https://www.whoscored.com/Matches/506894/MatchReport/England-Premier-League-2011-2012-Fulham-Swansea,Fulham-Swansea,2011-2012,x
12 - 18 Mar 2012,"Saturday, Mar 17 2012",15:00,https://www.whoscored.com/Matches/506916/MatchReport/England-Premier-League-2011-2012-Wigan-West-Bromwich-Albion,Wigan-West Bromwich Albion,2011-2012,x
12 - 18 Mar 2012,"Sunday, Mar 18 2012",13:30,https://www.whoscored.com/Matches/506918/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Manchester-United,1Wolverhampton Wanderers-Manchester United,2011-2012,x
12 - 18 Mar 2012,"Sunday, Mar 18 2012",16:00,https://www.whoscored.com/Matches/506906/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Norwich,Newcastle United-Norwich,2011-2012,x
5 - 11 Mar 2012,"Saturday, Mar 10 2012",12:45,https://www.whoscored.com/Matches/506837/MatchReport/England-Premier-League-2011-2012-Bolton-Queens-Park-Rangers,Bolton-Queens Park Rangers,2011-2012,x
5 - 11 Mar 2012,"Saturday, Mar 10 2012",15:00,https://www.whoscored.com/Matches/506843/MatchReport/England-Premier-League-2011-2012-Chelsea-Stoke,Chelsea-Stoke1,2011-2012,x
5 - 11 Mar 2012,"Saturday, Mar 10 2012",15:00,https://www.whoscored.com/Matches/506834/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Fulham,Aston Villa-Fulham,2011-2012,x
5 - 11 Mar 2012,"Saturday, Mar 10 2012",15:00,https://www.whoscored.com/Matches/506861/MatchReport/England-Premier-League-2011-2012-Sunderland-Liverpool,Sunderland-Liverpool,2011-2012,x
5 - 11 Mar 2012,"Saturday, Mar 10 2012",15:00,https://www.whoscored.com/Matches/506874/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Blackburn,Wolverhampton Wanderers-Blackburn,2011-2012,x
5 - 11 Mar 2012,"Saturday, Mar 10 2012",17:30,https://www.whoscored.com/Matches/506845/MatchReport/England-Premier-League-2011-2012-Everton-Tottenham,Everton-Tottenham,2011-2012,x
5 - 11 Mar 2012,"Sunday, Mar 11 2012",14:00,https://www.whoscored.com/Matches/506852/MatchReport/England-Premier-League-2011-2012-Manchester-United-West-Bromwich-Albion,Manchester United-West Bromwich Albion1,2011-2012,x
5 - 11 Mar 2012,"Sunday, Mar 11 2012",14:00,https://www.whoscored.com/Matches/506870/MatchReport/England-Premier-League-2011-2012-Swansea-Manchester-City,Swansea-Manchester City,2011-2012,x
5 - 11 Mar 2012,"Sunday, Mar 11 2012",16:00,https://www.whoscored.com/Matches/506857/MatchReport/England-Premier-League-2011-2012-Norwich-Wigan,Norwich-Wigan,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",12:45,https://www.whoscored.com/Matches/506788/MatchReport/England-Premier-League-2011-2012-Liverpool-Arsenal,Liverpool-Arsenal,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",15:00,https://www.whoscored.com/Matches/506791/MatchReport/England-Premier-League-2011-2012-Manchester-City-Bolton,Manchester City-Bolton,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",15:00,https://www.whoscored.com/Matches/506797/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Everton,Queens Park Rangers-Everton,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",15:00,https://www.whoscored.com/Matches/506801/MatchReport/England-Premier-League-2011-2012-Stoke-Norwich,Stoke-Norwich,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",15:00,https://www.whoscored.com/Matches/506775/MatchReport/England-Premier-League-2011-2012-Blackburn-Aston-Villa,Blackburn-Aston Villa,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",15:00,https://www.whoscored.com/Matches/506812/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Chelsea,West Bromwich Albion-Chelsea,2011-2012,x
27 Feb - 4 Mar 2012,"Saturday, Mar 3 2012",15:00,https://www.whoscored.com/Matches/506816/MatchReport/England-Premier-League-2011-2012-Wigan-Swansea,Wigan-Swansea1,2011-2012,x
27 Feb - 4 Mar 2012,"Sunday, Mar 4 2012",12:00,https://www.whoscored.com/Matches/506794/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Sunderland,Newcastle United-Sunderland2,2011-2012,x
27 Feb - 4 Mar 2012,"Sunday, Mar 4 2012",14:05,https://www.whoscored.com/Matches/506785/MatchReport/England-Premier-League-2011-2012-Fulham-Wolverhampton-Wanderers,Fulham-Wolverhampton Wanderers,2011-2012,x
27 Feb - 4 Mar 2012,"Sunday, Mar 4 2012",16:10,https://www.whoscored.com/Matches/506806/MatchReport/England-Premier-League-2011-2012-Tottenham-Manchester-United,Tottenham-Manchester United,2011-2012,x
20 - 26 Feb 2012,"Saturday, Feb 25 2012",15:00,https://www.whoscored.com/Matches/506715/MatchReport/England-Premier-League-2011-2012-Chelsea-Bolton,Chelsea-Bolton,2011-2012,x
20 - 26 Feb 2012,"Saturday, Feb 25 2012",15:00,https://www.whoscored.com/Matches/506729/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Wolverhampton-Wanderers,Newcastle United-Wolverhampton Wanderers,2011-2012,x
20 - 26 Feb 2012,"Saturday, Feb 25 2012",15:00,https://www.whoscored.com/Matches/506741/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Fulham,1Queens Park Rangers-Fulham,2011-2012,x
20 - 26 Feb 2012,"Saturday, Feb 25 2012",15:00,https://www.whoscored.com/Matches/506749/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Sunderland,West Bromwich Albion-Sunderland,2011-2012,x
20 - 26 Feb 2012,"Saturday, Feb 25 2012",15:00,https://www.whoscored.com/Matches/506752/MatchReport/England-Premier-League-2011-2012-Wigan-Aston-Villa,Wigan-Aston Villa,2011-2012,x
20 - 26 Feb 2012,"Saturday, Feb 25 2012",17:30,https://www.whoscored.com/Matches/506724/MatchReport/England-Premier-League-2011-2012-Manchester-City-Blackburn,Manchester City-Blackburn,2011-2012,x
20 - 26 Feb 2012,"Sunday, Feb 26 2012",13:30,https://www.whoscored.com/Matches/506737/MatchReport/England-Premier-League-2011-2012-Norwich-Manchester-United,Norwich-Manchester United,2011-2012,x
20 - 26 Feb 2012,"Sunday, Feb 26 2012",13:30,https://www.whoscored.com/Matches/506710/MatchReport/England-Premier-League-2011-2012-Arsenal-Tottenham,Arsenal-Tottenham1,2011-2012,x
20 - 26 Feb 2012,"Sunday, Feb 26 2012",15:00,https://www.whoscored.com/Matches/506745/MatchReport/England-Premier-League-2011-2012-Stoke-Swansea,Stoke-Swansea,2011-2012,x
6 - 12 Feb 2012,"Monday, Feb 6 2012",20:00,https://www.whoscored.com/Matches/506629/MatchReport/England-Premier-League-2011-2012-Liverpool-Tottenham,Liverpool-Tottenham,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",12:45,https://www.whoscored.com/Matches/506683/MatchReport/England-Premier-League-2011-2012-Manchester-United-Liverpool,Manchester United-Liverpool,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",15:00,https://www.whoscored.com/Matches/506691/MatchReport/England-Premier-League-2011-2012-Sunderland-Arsenal,Sunderland-Arsenal,2011-2012,x
